vfat/I:strip/I:channel/I:PanPin/I
0	63	0	3
0	62	1	5
0	64	2	2
0	65	3	4
0	61	4	7
0	60	5	9
0	66	6	6
0	67	7	8
0	59	8	11
0	58	9	13
0	68	10	10
0	69	11	12
0	57	12	15
0	56	13	17
0	70	14	14
0	71	15	16
0	55	16	19
0	54	17	21
0	72	18	18
0	73	19	20
0	53	20	23
0	52	21	25
0	74	22	22
0	75	23	24
0	51	24	27
0	50	25	29
0	76	26	26
0	77	27	28
0	49	28	31
0	48	29	33
0	78	30	30
0	79	31	32
0	47	32	35
0	46	33	37
0	80	34	34
0	81	35	36
0	45	36	39
0	44	37	41
0	82	38	38
0	83	39	40
0	43	40	43
0	42	41	45
0	84	42	42
0	85	43	44
0	41	44	47
0	40	45	49
0	86	46	46
0	87	47	48
0	39	48	51
0	38	49	53
0	88	50	50
0	89	51	52
0	37	52	55
0	36	53	57
0	90	54	54
0	91	55	56
0	35	56	59
0	34	57	61
0	92	58	58
0	93	59	60
0	33	60	63
0	32	61	65
0	94	62	62
0	95	63	64
0	31	64	67
0	30	65	69
0	96	66	66
0	97	67	68
0	29	68	71
0	28	69	73
0	98	70	70
0	99	71	72
0	27	72	75
0	26	73	77
0	100	74	74
0	101	75	76
0	25	76	79
0	24	77	81
0	102	78	78
0	103	79	80
0	23	80	83
0	22	81	85
0	104	82	82
0	105	83	84
0	21	84	87
0	20	85	89
0	106	86	86
0	107	87	88
0	19	88	91
0	18	89	93
0	108	90	90
0	109	91	92
0	17	92	95
0	16	93	97
0	110	94	94
0	111	95	96
0	15	96	99
0	14	97	101
0	112	98	98
0	113	99	100
0	13	100	103
0	12	101	105
0	114	102	102
0	115	103	104
0	11	104	107
0	10	105	109
0	116	106	106
0	117	107	108
0	9	108	111
0	8	109	113
0	118	110	110
0	119	111	112
0	7	112	115
0	6	113	117
0	120	114	114
0	121	115	116
0	5	116	119
0	4	117	121
0	122	118	118
0	123	119	120
0	3	120	123
0	2	121	125
0	124	122	122
0	125	123	124
0	1	124	127
0	0	125	129
0	126	126	126
0	127	127	128
1	63	0	3
1	62	1	5
1	64	2	2
1	65	3	4
1	61	4	7
1	60	5	9
1	66	6	6
1	67	7	8
1	59	8	11
1	58	9	13
1	68	10	10
1	69	11	12
1	57	12	15
1	56	13	17
1	70	14	14
1	71	15	16
1	55	16	19
1	54	17	21
1	72	18	18
1	73	19	20
1	53	20	23
1	52	21	25
1	74	22	22
1	75	23	24
1	51	24	27
1	50	25	29
1	76	26	26
1	77	27	28
1	49	28	31
1	48	29	33
1	78	30	30
1	79	31	32
1	47	32	35
1	46	33	37
1	80	34	34
1	81	35	36
1	45	36	39
1	44	37	41
1	82	38	38
1	83	39	40
1	43	40	43
1	42	41	45
1	84	42	42
1	85	43	44
1	41	44	47
1	40	45	49
1	86	46	46
1	87	47	48
1	39	48	51
1	38	49	53
1	88	50	50
1	89	51	52
1	37	52	55
1	36	53	57
1	90	54	54
1	91	55	56
1	35	56	59
1	34	57	61
1	92	58	58
1	93	59	60
1	33	60	63
1	32	61	65
1	94	62	62
1	95	63	64
1	31	64	67
1	30	65	69
1	96	66	66
1	97	67	68
1	29	68	71
1	28	69	73
1	98	70	70
1	99	71	72
1	27	72	75
1	26	73	77
1	100	74	74
1	101	75	76
1	25	76	79
1	24	77	81
1	102	78	78
1	103	79	80
1	23	80	83
1	22	81	85
1	104	82	82
1	105	83	84
1	21	84	87
1	20	85	89
1	106	86	86
1	107	87	88
1	19	88	91
1	18	89	93
1	108	90	90
1	109	91	92
1	17	92	95
1	16	93	97
1	110	94	94
1	111	95	96
1	15	96	99
1	14	97	101
1	112	98	98
1	113	99	100
1	13	100	103
1	12	101	105
1	114	102	102
1	115	103	104
1	11	104	107
1	10	105	109
1	116	106	106
1	117	107	108
1	9	108	111
1	8	109	113
1	118	110	110
1	119	111	112
1	7	112	115
1	6	113	117
1	120	114	114
1	121	115	116
1	5	116	119
1	4	117	121
1	122	118	118
1	123	119	120
1	3	120	123
1	2	121	125
1	124	122	122
1	125	123	124
1	1	124	127
1	0	125	129
1	126	126	126
1	127	127	128
2	0	0	3
2	1	1	5
2	127	2	2
2	126	3	4
2	2	4	7
2	3	5	9
2	125	6	6
2	124	7	8
2	4	8	11
2	5	9	13
2	123	10	10
2	122	11	12
2	6	12	15
2	7	13	17
2	121	14	14
2	120	15	16
2	8	16	19
2	9	17	21
2	119	18	18
2	118	19	20
2	10	20	23
2	11	21	25
2	117	22	22
2	116	23	24
2	12	24	27
2	13	25	29
2	115	26	26
2	114	27	28
2	14	28	31
2	15	29	33
2	113	30	30
2	112	31	32
2	16	32	35
2	17	33	37
2	111	34	34
2	110	35	36
2	18	36	39
2	19	37	41
2	109	38	38
2	108	39	40
2	20	40	43
2	21	41	45
